Video_Links,Duration
https://www.youtube.com/watch?v=se5cYM_yQl8,0:05:12
https://www.youtube.com/watch?v=A6dfnVSW1as,0:05:44
https://www.youtube.com/watch?v=SZbDpHtwZf4,0:05:12
https://www.youtube.com/watch?v=vHTF3RPa2NU,0:05:32
https://www.youtube.com/watch?v=duw-arUahWo,0:05:20
https://www.youtube.com/watch?v=SrylerGTOjk,0:04:06
https://www.youtube.com/watch?v=IjO9QMnhN_8,0:04:26
https://www.youtube.com/watch?v=L5B5K740CQ4,0:04:47
https://www.youtube.com/watch?v=GNm6QUVOfZo,0:04:08
https://www.youtube.com/watch?v=-sLfnLqKgv8,0:06:10
https://www.youtube.com/watch?v=psKWsmSGgSI,0:04:11
https://www.youtube.com/watch?v=LSkx_NhbMwg,0:04:18
https://www.youtube.com/watch?v=6dAl0mU1ep0,0:04:06
https://www.youtube.com/watch?v=-F-sH7Lbwos,0:05:00
https://www.youtube.com/watch?v=k1Cb8NO6O6U,0:05:20
https://www.youtube.com/watch?v=R2yg510rdHc,0:04:22
https://www.youtube.com/watch?v=gTH-rLwKGew,0:04:12
https://www.youtube.com/watch?v=NbXdrz0x0-s,0:05:03
https://www.youtube.com/watch?v=YIpIM-cpQSY,0:07:04
https://www.youtube.com/watch?v=OFY_rn7T9z4,0:05:31
https://www.youtube.com/watch?v=s8onUmgcPY4,0:05:13
https://www.youtube.com/watch?v=TXohGZWNBNM,0:04:14
https://www.youtube.com/watch?v=o-Ty7-nXiIg,0:03:58
https://www.youtube.com/watch?v=_v54E9dJpgU,0:06:40
https://www.youtube.com/watch?v=QBPVgADCGHM,0:06:19
https://www.youtube.com/watch?v=W1vw58feosk,0:04:38
https://www.youtube.com/watch?v=RXRSQnyJRaM,0:05:29
https://www.youtube.com/watch?v=nem19kW-Gxw,0:06:15
https://www.youtube.com/watch?v=I_6D7vt-KZY,0:05:07
https://www.youtube.com/watch?v=kdqNqY-yBbk,0:05:54
https://www.youtube.com/watch?v=SvroBrbXMD8,0:04:32
https://www.youtube.com/watch?v=jcfiuslSBsE,0:03:39
https://www.youtube.com/watch?v=bYBjNoDn9uQ,0:05:24
https://www.youtube.com/watch?v=skLZ10Yji6s,0:08:40
https://www.youtube.com/watch?v=nxYIPSzmCd4,0:05:12
https://www.youtube.com/watch?v=1aGpnFu7g5Y,0:05:08
https://www.youtube.com/watch?v=3wpf4Zb69Ho,0:05:35
https://www.youtube.com/watch?v=5ESJ1b-ELyw,0:05:39
https://www.youtube.com/watch?v=o5voWI1UBok,0:06:13
https://www.youtube.com/watch?v=s6A06wcGbk8,0:05:19
https://www.youtube.com/watch?v=gA5UCWZrMqk,0:05:58
https://www.youtube.com/watch?v=zXHPLY2wfXs,0:04:45
https://www.youtube.com/watch?v=XDmYBdjox1o,0:05:56
https://www.youtube.com/watch?v=RvRBhLRwbbs,0:06:22
https://www.youtube.com/watch?v=gC6ZxRFLUUM,0:04:49
https://www.youtube.com/watch?v=wOX2jIY4_lg,0:04:49
https://www.youtube.com/watch?v=0faPQLHMq4c,0:04:20
https://www.youtube.com/watch?v=ts-kWrkY470,0:05:47
https://www.youtube.com/watch?v=bMiZb_ZAWOU,0:04:32
https://www.youtube.com/watch?v=t281caZy1sU,0:05:53
https://www.youtube.com/watch?v=_0PpaEF1p1M,0:06:52
https://www.youtube.com/watch?v=FEItF4hmuAc,0:04:21
https://www.youtube.com/watch?v=-2Js3xsiePY,0:04:38
https://www.youtube.com/watch?v=60MESeIkhQM,0:04:48
https://www.youtube.com/watch?v=7D6XJp1d6Lc,0:06:25
https://www.youtube.com/watch?v=U_HYRA9JVt8,0:03:55
https://www.youtube.com/watch?v=KMFUHQqv_2I,0:05:18
https://www.youtube.com/watch?v=dRrGxMRmMjI,0:03:52
https://www.youtube.com/watch?v=CmMqHPOrBXQ,0:06:55
https://www.youtube.com/watch?v=OIoeiQ1nMsU,0:04:27
https://www.youtube.com/watch?v=ImYpZg9sf1I,0:04:40
https://www.youtube.com/watch?v=RmH2oV3Ck0o,0:05:14
https://www.youtube.com/watch?v=esa1r0DBims,0:04:40
https://www.youtube.com/watch?v=Fjg_ZBJXA7k,0:05:11
https://www.youtube.com/watch?v=yocNq75ZU74,0:04:02
https://www.youtube.com/watch?v=tRxUkqZyOZA,0:04:45
https://www.youtube.com/watch?v=CVT6rspCNeY,0:07:48
https://www.youtube.com/watch?v=M_oIne5k2ao,0:04:22
https://www.youtube.com/watch?v=FOrStz8mUVM,0:05:12
https://www.youtube.com/watch?v=R71pCbqL0fU,0:04:24
https://www.youtube.com/watch?v=nc4zBQwqPc0,0:04:14
https://www.youtube.com/watch?v=262774rlLvk,0:04:05
https://www.youtube.com/watch?v=u8oO925FIi8,0:05:37
https://www.youtube.com/watch?v=ZTCcqJQBvWU,0:06:01
https://www.youtube.com/watch?v=AVcc3zSJalI,0:05:45
https://www.youtube.com/watch?v=4srkRannBwc,0:05:25
https://www.youtube.com/watch?v=0iWJud3sYFc,0:04:02
https://www.youtube.com/watch?v=RBaOHcn476g,0:03:20
https://www.youtube.com/watch?v=0hj2akGoJUc,0:04:54
https://www.youtube.com/watch?v=IWhpKd2N_ic,0:04:25
https://www.youtube.com/watch?v=YSTRCn5WzkQ,0:05:43
https://www.youtube.com/watch?v=xLlztUsOIng,0:05:06
https://www.youtube.com/watch?v=TAWwwPlA9oc,0:04:55
https://www.youtube.com/watch?v=zRuf4TYEsng,0:06:09
https://www.youtube.com/watch?v=O0q2FqmTGL0,0:06:02
